ec_number,pH,temperature,turnover_number,benchmark_split,full_conditioned_split
1.18.1.2,7.0,25.0,0.52,train,train
3.6.1.9,4.5,37.0,88.99999999999999,valid,valid
3.6.1.6,7.5,26.0,0.763,train,train
3.6.1.53,7.5,37.0,38.99999999999999,train,train
3.6.1.53,7.5,37.0,25.0,test,test
3.6.1.53,7.5,37.0,36.99999999999999,valid,valid
3.6.1.53,7.5,37.0,26.000000000000004,test,test
3.6.1.53,7.5,37.0,33.0,train,train
3.6.1.53,7.5,37.0,0.025,train,train
3.6.1.53,7.5,37.0,5.700000000000001,valid,valid
3.6.1.53,7.5,37.0,2.2,train,train
3.6.1.53,7.5,37.0,29.000000000000004,test,test
3.6.1.53,7.5,37.0,49.99999999999999,train,train
3.6.1.53,7.5,37.0,79.0,valid,valid
3.6.1.53,7.5,37.0,5.3,train,train
3.6.1.53,7.5,37.0,76.0,test,test
3.6.1.53,7.5,37.0,49.99999999999999,train,train
3.6.1.53,7.5,37.0,28.5,train,train
3.6.1.53,7.5,37.0,41.29999999999999,train,train
3.6.1.9,6.0,37.0,125.00000000000004,train,train
3.6.1.53,7.5,37.0,28.099999999999994,train,train
4.5.1.3,8.0,25.0,0.009,train,train
2.7.4.25,7.4,30.0,62.99999999999999,train,train
2.7.4.25,7.4,30.0,0.2299999999999999,train,train
2.7.4.25,7.4,30.0,4.1,test,test
2.7.4.25,7.4,30.0,0.12,train,train
2.7.4.25,7.4,30.0,0.069,train,train
2.7.4.25,7.4,30.0,1.4,test,test
2.7.4.25,7.4,30.0,22.4,train,train
2.7.4.25,7.4,30.0,103.0,test,test
2.4.2.57,7.5,85.0,39.1,train,train
2.4.3.4,7.4,37.0,3.65,train,train
2.4.3.4,7.4,37.0,0.62,train,train
2.4.3.4,7.4,37.0,0.63,train,train
2.4.3.4,7.4,37.0,2.5,train,train
2.4.3.4,7.4,37.0,2.7,train,train
2.4.3.4,7.4,37.0,1.05,train,train
2.4.3.4,7.4,37.0,0.13,train,train
2.4.3.4,7.4,37.0,1.21,train,train
2.4.3.4,7.4,37.0,2.25,valid,valid
2.4.3.4,7.4,37.0,3.35,train,train
2.4.3.6,8.5,37.0,0.025,train,train
2.4.3.6,8.5,37.0,6.499999999999999,train,train
2.4.3.6,8.5,37.0,71.0,train,train
2.4.3.6,8.5,37.0,2.1,train,train
2.4.3.6,8.5,37.0,27.0,test,test
2.4.3.1,6.5,37.0,0.39,train,train
2.4.3.1,6.5,37.0,0.19,train,train
2.4.3.1,6.5,37.0,0.1,train,train
2.4.3.1,6.5,37.0,0.05,train,train
2.4.3.1,6.5,37.0,0.05,train,train
2.4.3.1,6.5,37.0,0.42,train,train
2.4.3.1,6.5,37.0,0.69,train,train
2.4.3.1,6.5,37.0,0.54,train,train
2.7.4.25,7.4,30.0,0.2299999999999999,test,test
2.7.4.25,7.4,30.0,0.12,train,train
2.7.4.25,7.4,30.0,0.069,test,test
2.7.4.25,7.4,30.0,1.4,train,train
2.7.4.25,7.4,30.0,103.0,train,train
2.7.4.14,7.4,37.0,129.99999999999997,train,train
1.2.5.3,7.2,30.0,10.6,train,train
4.2.1.1,8.3,20.0,639999.9999999998,train,train
1.17.1.9,9.0,25.0,0.0119999999999999,train,train
4.2.1.1,8.3,22.0,599999.9999999998,train,train
4.2.1.1,7.5,0.0,130000.00000000006,train,train
4.2.1.1,8.3,20.0,480000.0000000003,train,train
4.2.1.1,7.5,20.0,12999.99999999999,train,train
4.2.1.1,7.5,25.0,0.0004,train,train
1.3.1.85,8.0,30.0,0.17,train,train
1.3.1.85,8.0,30.0,1.32,train,train
1.3.1.85,8.0,30.0,5.1,train,train
1.3.1.85,8.0,30.0,7.400000000000001,test,test
1.3.1.85,8.0,30.0,56.00000000000002,test,test
1.3.1.85,8.0,30.0,78.0,train,train
4.2.1.1,7.5,4.0,813599.9999999999,test,test
4.2.1.1,7.5,25.0,95000.00000000006,train,train
4.2.1.1,7.5,25.0,120099.99999999994,valid,valid
4.2.1.1,7.5,25.0,79299.99999999994,train,train
4.2.1.1,7.5,25.0,0.0028465,train,train
4.2.1.1,7.5,25.0,32400.000000000004,train,train
4.2.1.1,7.5,37.0,5105.214285714285,train,omit
4.2.1.1,7.5,20.0,469999.9999999999,valid,valid
4.2.1.1,8.3,22.0,414999.9999999997,train,train
4.2.1.1,7.8,25.0,319999.9999999998,train,train
4.2.1.1,7.5,22.0,260000.0000000001,train,train
4.2.1.1,8.3,22.0,279999.9999999998,train,train
4.1.1.32,7.5,25.0,1.0,train,train
4.1.1.32,7.5,25.0,19.0,train,train
4.2.1.1,8.3,20.0,12499.999999999998,train,train
4.2.1.1,7.5,20.0,310000.0,train,train
4.2.1.1,7.5,20.0,4400000.000000002,train,train
4.2.1.1,7.5,25.0,3340.0000000000023,train,train
4.2.1.1,9.5,25.0,22350.00000000001,train,omit
1.17.1.9,6.0,35.0,0.1,train,train
4.1.1.21,8.0,30.0,77.00000000000001,train,train
6.3.3.3,7.5,25.0,0.0768333299999999,train,train
6.3.3.3,7.5,25.0,0.06383333,train,train
6.3.3.3,7.5,25.0,0.05483333,test,test
6.3.3.3,7.5,25.0,0.0005333333,train,train
6.3.3.3,7.5,25.0,4.833332999999996e-05,train,train
6.3.3.3,7.5,25.0,8.999999999999993e-06,train,train
6.3.3.3,7.5,25.0,0.02516667,train,train
1.1.1.40,7.0,30.0,74.99999999999997,valid,valid
1.1.1.40,7.0,30.0,237.00000000000009,train,train
4.1.1.49,6.9,30.0,6.700000000000001,valid,valid
2.7.4.6,8.0,30.0,53.10000000000001,train,train
2.7.7.60,8.0,30.0,71.24000000000002,train,train
2.7.7.92,7.5,25.0,1.02,train,train
2.7.7.103,8.0,25.0,0.095,train,train
2.7.7.60,6.5,23.0,27.500000000000004,train,train
2.7.7.60,6.5,23.0,46.39999999999999,train,train
2.7.7.60,6.5,23.0,40.20000000000001,train,train
2.7.7.60,6.5,23.0,53.60000000000001,train,train
2.7.7.60,6.5,23.0,0.26,train,train
2.7.7.60,6.5,23.0,1.8,train,train
2.7.7.60,6.5,23.0,0.93,train,train
2.7.7.60,6.5,23.0,2.05,train,train
2.7.7.60,6.5,23.0,54.09999999999999,train,train
2.7.7.60,8.0,30.0,79.49999999999999,train,omit
3.6.1.65,8.5,30.0,9.28,test,test
3.6.1.65,9.0,37.0,25.800000000000004,test,omit
2.7.7.14,7.7,37.0,0.0149999999999999,test,test
2.7.7.14,7.7,37.0,0.19,train,train
2.7.7.14,7.7,37.0,0.2,train,train
2.7.7.14,7.7,37.0,0.25,train,train
2.7.2.1,7.0,37.0,17.0,train,train
2.7.2.1,7.0,37.0,2.1,train,train
2.7.2.1,7.0,37.0,460.0000000000001,train,train
3.6.1.12,8.0,30.0,0.31,train,train
2.7.7.43,7.5,22.0,2.2,train,train
2.7.7.43,7.5,22.0,6.999999999999999,valid,valid
2.7.7.43,7.5,22.0,25.0,valid,valid
2.7.7.43,7.5,22.0,0.05,test,test
2.7.7.43,7.5,22.0,20.0,train,train
2.7.7.43,7.5,22.0,4.999999999999999,test,test
2.7.7.43,7.5,22.0,0.001,train,train
2.7.7.43,7.5,22.0,10.199999999999998,train,train
2.7.7.60,7.4,37.0,11.7,train,train
2.7.7.38,7.5,25.0,0.132,train,train
2.7.7.72,8.1,70.0,0.0027,train,train
2.7.2.15,7.5,25.0,72.99999999999999,train,train
5.6.2.3,6.6,25.0,13.9,train,train
2.7.1.1,8.0,30.0,1.61,train,train
2.7.1.169,7.5,42.0,0.47,test,test
3.6.1.9,8.0,70.0,0.11,valid,valid
1.1.1.195,6.25,30.0,7.300000000000001,train,train
1.14.13.179,7.5,30.0,0.0037999999999999,test,test
1.2.1.44,6.5,30.0,0.13,train,train
1.14.13,7.25,30.0,0.0008166666999999,train,train
2.7.2.2,7.5,25.0,43.0,test,test
3.5.1.137,7.0,40.0,2.12,test,test
1.13.11.2,7.5,25.0,8.8,test,test
1.13.11.2,7.5,25.0,1.6,test,test
1.10.3.2,7.0,55.0,28.47,train,train
1.10.3.2,7.5,45.0,60.190000000000005,valid,valid
1.10.3.2,7.5,55.0,4.36,test,test
1.1.1.332,7.5,37.0,0.38,train,train
1.97.1.1,8.0,40.0,46.0,train,train
1.14.13,7.4,37.0,0.05333333,train,train
1.14.15.6,7.4,37.0,0.2216667,train,train
2.6.1.85,8.0,37.0,0.11,train,train
2.6.1.85,8.5,25.0,0.0295,train,train
2.6.1.85,8.5,25.0,0.032,train,train
3.5.5.1,7.4,70.0,0.0159999999999999,train,train
1.1.1.1,7.5,25.0,5.4,train,train
1.1.1.1,10.0,25.0,20.333330000000004,train,omit
1.1.1,5.0,30.0,0.13,train,train
4.98.1.1,7.4,21.0,0.033,valid,valid
4.98.1.1,7.4,21.0,0.0159999999999999,train,train
6.2.1.12,7.0,30.0,5.5,train,train
6.2.1.5,7.4,30.0,40.29999999999999,train,train
6.2.1.5,7.4,30.0,1.6,train,train
6.2.1.27,7.2,45.0,2.2,train,train
2.3.1.248,7.3,30.0,39.6,train,train
2.3.1.9,8.1,30.0,4.999999999999999,train,train
6.2.1.13,6.0,37.0,46.0,train,train
2.7.8.7,7.5,22.0,1.0,test,test
6.2.1.5,7.4,30.0,26.7,valid,valid
6.2.1.2,7.5,55.0,2.15,valid,valid
2.3.1.8,7.2,23.0,14.5,train,train
2.3.1.8,7.2,23.0,6.1,train,train
2.3.1.8,7.2,23.0,230.00000000000009,train,train
2.3.1.8,7.2,23.0,11.000000000000002,train,train
2.3.1.8,7.2,23.0,69.00000000000001,train,train
2.3.1.8,7.2,23.0,2149.9999999999995,valid,valid
2.3.1.8,7.2,23.0,15.400000000000002,train,train
2.3.1.8,7.2,23.0,5190.0,test,test
6.2.1.30,8.5,30.0,31.0,train,train
6.2.1.13,6.5,55.0,53.10000000000001,valid,valid
1.8.1.14,8.1,50.0,1.3050000000000002,train,train
1.8.1.14,7.5,42.0,4.999999999999999,train,train
1.8.1.14,7.5,75.0,7.2,train,train
1.8.1.14,7.5,75.0,3.615,train,train
1.8.1.14,7.5,75.0,11.6,train,train
6.2.1.13,7.3,37.0,220.00000000000009,train,train
6.2.1.76,7.0,30.0,13.0,test,test
6.2.1.76,7.0,30.0,3.2,train,train
6.2.1.76,7.0,30.0,0.55,test,test
6.2.1.76,7.0,30.0,9.2,train,train
6.2.1.76,7.0,30.0,21.0,train,train
6.2.1.76,7.0,30.0,3.1,train,train
6.2.1.76,7.0,30.0,0.56,train,train
6.2.1.76,7.0,30.0,3.3,train,train
6.2.1.13,7.3,37.0,259.99999999999994,train,train
2.5.1.17,8.0,37.0,0.021,train,train
2.5.1.17,8.0,37.0,0.0017999999999999,train,train
2.5.1.17,8.0,37.0,0.0061,train,train
2.5.1.17,8.0,37.0,0.0001299999999999,train,train
2.5.1.17,8.0,37.0,0.0246666666666665,train,train
2.5.1.17,8.0,37.0,0.019,train,train
2.5.1.17,8.0,37.0,0.0019499999999999,train,train
2.5.1.17,8.0,37.0,0.0051,test,test
2.5.1.17,8.0,37.0,0.0149999999999999,train,train
2.5.1.17,8.0,37.0,0.0144999999999998,train,train
2.5.1.17,8.0,37.0,0.00067,train,train
2.5.1.17,8.0,37.0,0.0032,train,train
2.5.1.17,8.0,37.0,0.0027,train,train
6.3.1,7.7,30.0,0.75,train,train
6.3.1,7.7,30.0,1.3,train,train
6.3.1,7.7,30.0,1.3,train,train
6.3.1,7.7,30.0,1.0,train,train
6.3.1,7.7,30.0,1.0,train,train
1.14.11.32,7.4,30.0,0.0161,train,train
6.2.1.33,7.5,25.0,25.6,train,train
6.2.1.33,7.5,25.0,9.400000000000002,train,train
6.2.1.33,7.5,25.0,26.60000000000001,train,train
6.2.1.33,7.5,25.0,0.9,train,train
6.2.1.33,7.5,25.0,3.0000000000000004,train,train
6.2.1.33,7.5,25.0,24.200000000000003,train,train
6.2.1.13,8.1,55.0,2.95,valid,valid
6.2.1.13,8.1,55.0,3.45,valid,valid
1.14.14.148,7.0,27.0,0.315,valid,valid
1.14.15.11,7.4,30.0,0.018,train,train
1.1.1.195,6.25,30.0,12.19,train,train
1.1.1.195,6.25,30.0,2.511667,train,train
1,6.5,28.0,0.3,train,train
1.14.14.1,7.4,37.0,0.5666667,train,train
2.7.3.2,8.5,25.0,30.000000000000004,train,train
2.7.3.2,8.0,25.0,67.78000000000002,train,train
2.7.3.2,8.0,25.0,157.65999999999997,train,train
2.7.3.2,8.0,25.0,28.99,train,train
2.7.3.2,8.0,25.0,62.150000000000006,train,train
2.7.3.2,8.0,25.0,136.21000000000006,train,train
2.7.3.2,8.0,25.0,177.65999999999994,train,train
2.7.3.2,9.0,30.0,4.2,test,test
2.7.3.2,9.0,30.0,15.400000000000002,train,train
2.7.3.2,9.0,30.0,44.99999999999999,train,train
2.7.3.2,9.0,30.0,82.69999999999997,train,train
2.7.3.2,9.0,30.0,85.3,train,train
2.7.3.2,9.0,30.0,147.6666999999999,train,train
2.7.3.2,9.0,30.0,13.25,train,train
2.7.3.2,9.0,30.0,26.000000000000004,train,train
1.1.3.38,7.5,25.0,0.12,train,train
1.1.3.38,7.5,25.0,0.1,train,train
1.1.3.38,10.0,25.0,0.1,train,omit
1.1.3.38,10.0,25.0,0.0899999999999999,train,omit
1.1.3.38,10.0,25.0,0.07,train,train
1.1.1.2,7.3,22.0,3.0000000000000004,train,train
1.3.1.9,7.4,25.0,1.62,train,train
1.3.1.104,7.5,22.0,1.5,test,test
1.16.3.4,5.0,23.0,15.869999999999996,train,train
1.10.3.2,3.5,40.0,1.1,train,train
4.98.1.1,7.4,21.0,0.0649999999999999,train,train
2.4.1,8.0,30.0,0.0649999999999999,valid,valid
2.4.1,8.0,30.0,0.02,train,train
2.8.1.2,9.0,37.0,0.7,train,train
2.8.1.2,9.0,37.0,54.00000000000001,valid,valid
2.8.1.2,9.0,37.0,1.2,train,train
4.1.2.47,4.0,25.0,0.66,test,test
2.4.1,7.0,30.0,0.0057,train,train
1.1.1.184,7.0,25.0,3.6,train,train
1.1.1.184,7.0,25.0,1.9,test,test
1.1.1.51,7.4,25.0,0.4333333,train,train
1.1.1.184,7.0,25.0,1.7,valid,valid
1.1.1.62,7.4,25.0,0.05833333,train,train
1.1.1,7.0,25.0,0.79,train,train
1.6.99.1,7.5,25.0,1.2,train,train
1.3.1,7.0,25.0,0.0859999999999999,train,train
1.3.1,7.0,25.0,0.3400000000000001,train,train
1.3.1,7.0,25.0,0.8,train,train
1.11.2.1,7.0,22.0,72.0,train,train
1.1.1.1,8.0,60.0,0.52,train,train
1.1.1.50,10.5,25.0,2.5,train,train
1.1.1.357,10.5,40.0,0.74,train,omit
1.11.2.1,7.0,22.0,4.999999999999999,test,test
1.1.1.51,7.4,25.0,0.009,train,train
1.1.1.1,9.2,65.0,0.65,train,train
1.1.1.1,10.5,65.0,12.4,train,train
1.1.1.1,10.5,65.0,1.2,train,omit
1.1.1.1,9.5,23.5,7.400000000000001,train,train
1.14.13.92,7.4,25.0,1.6,test,test
1.14.13.92,7.4,25.0,0.9,train,train
1.14.13.92,7.5,37.0,1.6,test,omit
1.14.13.92,7.5,37.0,0.9,train,omit
3.4.11.1,6.9,25.0,38.75333333333333,train,train
3.4.11.1,7.4,25.0,100.00000000000004,train,omit
3.4.11.1,8.3,25.0,101.1,train,omit
1.13.11,7.5,37.0,0.021,train,train
2.7.1.224,8.0,25.0,1.6,train,train
2.7.1.224,8.0,25.0,2.2,train,train
1.1.1,8.0,25.0,0.8333333,test,test
1.6.2.4,7.0,25.0,13.999999999999996,train,train
1.6.2.4,7.0,25.0,199.99999999999991,train,train
4.3.1.15,7.5,37.0,12.45,train,train
4.3.1.15,7.5,37.0,3.6,train,train
4.3.1.15,7.5,37.0,53.7,valid,valid
4.3.1.15,7.4,30.0,26.000000000000004,train,train
4.3.1.15,7.4,30.0,7.830000000000001,valid,valid
4.3.1.15,7.4,30.0,375.8000000000001,train,train
4.3.1.15,7.5,37.0,42.50000000000001,train,omit
1.2.1.95,8.8,37.0,0.63,train,train
1.1.5.12,7.4,30.0,65.99999999999997,train,train
1.1.99.40,9.5,30.0,4.0,valid,valid
1.4.3.3,8.0,37.0,190.0,train,train
1.4.3.3,8.5,25.0,125.00000000000004,train,train
1.4.3.3,8.5,25.0,119.99999999999996,train,train
1.4.3.3,8.5,25.0,82.00000000000001,train,train
1.4.3.3,8.5,25.0,454.00000000000017,train,train
1.4.3.3,8.5,25.0,2674.9999999999995,train,train
3.4.16.4,7.4,25.0,8.3,train,train
1.4.3.19,8.5,25.0,0.47,train,train
1.4.3.19,8.5,25.0,1.08,test,test
1.4.3.3,8.3,37.0,9.265000000000002,train,train
1.4.3.3,8.3,37.0,3.66,train,train
1.4.3.3,8.5,25.0,0.05,train,train
1.4.3.3,8.5,25.0,0.8,valid,valid
1.4.3.3,8.3,25.0,6.499999999999999,test,test
6.3.2.10,8.6,37.0,17.999999999999996,valid,valid
1.1.1.12,8.6,25.0,0.0327,train,train
2.7.1.55,7.6,25.0,48.99999999999999,train,train
2.7.1.55,7.6,25.0,40.0,train,train
2.7.1.55,7.6,25.0,46.99999999999999,test,test
1.1.3.10,6.5,30.0,20.0,train,train
1.1.1.421,9.0,25.0,1.3,train,train
1.1.1.421,9.0,25.0,0.49,train,train
1.1.1.421,9.0,25.0,0.47,train,train
1.1.1.12,7.0,25.0,5.0091,train,train
4.2.1.5,7.5,70.0,1.8,train,train
1.1.1.405,7.2,25.0,2.3,train,train
1.1.1.107,8.0,30.0,175.00000000000006,train,train
2.7.3.3,8.0,25.0,2.85,train,train
1.4.3.3,8.3,37.0,2.83,train,train
1.4.3.3,8.5,25.0,105.99999999999996,train,train
1.4.3.3,8.5,25.0,1300.0,train,train
1.4.3.3,8.5,25.0,1665.0000000000005,test,test
1.4.3.3,8.5,25.0,235.0,train,train
1.4.3.3,8.5,25.0,29.000000000000004,train,train
5.1.1.13,8.0,30.0,0.0321999999999999,train,train
5.1.1.13,8.0,30.0,13.099999999999998,train,train
5.1.1.13,8.0,30.0,27.60000000000001,train,train
1.4.3.3,8.5,25.0,3.2,train,train
1.4.3.3,8.5,25.0,2.5,train,train
1.4.3.3,8.5,25.0,0.9,train,train
1.4.3.3,8.5,25.0,6.0,train,train
1.4.3.3,8.5,25.0,0.56,train,train
1.4.3.3,8.5,25.0,0.5,train,train
1.4.3.3,8.5,25.0,0.0899999999999999,train,train
1.4.3.3,8.5,25.0,0.67,train,train
1.4.3.3,8.5,25.0,0.685,train,train
1.4.3.3,8.5,25.0,3.9,train,train
1.4.3.3,8.5,25.0,0.5,train,train
5.1.1.13,8.0,90.0,610000.0,test,test
1.4.3.1,8.3,37.0,2.51,train,train
1.4.3.1,8.3,37.0,26.1,train,train
1.4.3.1,8.3,37.0,70.59999999999998,train,train
1.8.3.3,7.5,20.0,5949.999999999998,train,train
1.4.3.3,8.3,25.0,21.67,train,train
1.4.3.3,8.5,25.0,40.49999999999999,train,omit
2.7.1.209,8.0,25.0,0.72,train,train
2.7.1.11,8.2,30.0,3.2,train,train
2.7.1.11,8.2,30.0,111.99999999999996,test,test
2.7.1.105,7.5,30.0,0.15,train,train
2.7.1.105,7.5,30.0,0.037,test,test
2.7.1.105,7.5,30.0,0.0037,train,train
2.7.1.105,7.5,30.0,0.07,train,train
2.7.1.105,7.5,30.0,0.0459999999999999,train,train
2.7.1.105,7.5,30.0,0.083,train,train
2.7.1.105,7.5,30.0,0.0159999999999999,train,train
2.7.1.105,7.5,30.0,0.1,valid,valid
2.7.1.105,7.5,30.0,0.083,valid,valid
2.7.1.105,7.5,30.0,0.0229999999999999,train,train
2.7.1.105,7.5,30.0,0.0429999999999999,train,train
2.7.1.105,7.5,30.0,0.092,train,train
2.7.1.105,7.5,30.0,0.00061,train,train
2.7.1.105,7.5,30.0,0.0031,train,train
2.7.1.105,7.5,30.0,0.073,train,train
2.7.1.11,6.5,30.0,3.19003,train,train
2.7.1.11,8.2,30.0,109.76000000000003,train,train
2.7.1.11,8.2,30.0,81.75999999999999,train,train
1.1.1.17,7.1,25.0,125.00000000000004,train,train
2.7.1.11,8.2,30.0,104.16000000000004,train,train
2.7.1.3,7.0,25.0,7.249999999999999,train,train
2.7.1.1,8.0,30.0,3.78,train,train
1.1.1.67,7.1,25.0,85.99999999999997,train,train
2.4.1.13,8.0,30.0,69.79999999999998,train,train
2.4.1.13,8.0,30.0,0.9,train,train
2.7.1.6,8.0,37.0,6.700000000000001,train,train
2.7.1.6,8.0,37.0,3.9,train,train
2.7.1.6,8.0,37.0,1.8,train,train
2.7.1.6,8.0,37.0,0.4,train,train
2.7.1.6,8.0,37.0,8.699999999999998,train,train
1.1.1.21,7.0,30.0,1.133333,train,train
1.1.3.10,6.5,30.0,3.1,train,train
1.4.3.3,8.5,25.0,289.99999999999994,test,test
1.4.3.3,8.5,25.0,1135.0000000000005,train,train
1.4.3.3,8.5,25.0,975.0,train,train
1.4.3.3,8.5,25.0,59.99999999999999,valid,valid
2.7.1.2,9.0,30.0,19.9,train,train
2.7.7.69,7.5,26.0,12.0,valid,valid
2.7.7.69,7.5,26.0,5.8,train,train
1.1.1.49,8.0,25.0,256.25000000000006,train,train
1.1.1.49,8.0,25.0,164.99999999999994,train,train
1.1.1.49,6.5,30.0,202.00000000000009,train,train
2.7.1.1,8.0,30.0,186.00000000000009,test,test
2.7.1.1,8.0,30.0,152.99999999999997,valid,valid
2.7.1.1,8.0,30.0,164.99999999999994,train,train
2.7.1.1,8.0,30.0,144.99999999999997,train,train
2.7.1.1,8.0,30.0,189.00000000000003,test,test
2.7.1.1,8.0,30.0,199.99999999999991,test,test
2.7.1.55,7.6,25.0,28.0,train,train
2.7.1.55,7.6,25.0,13.0,train,train
2.7.1.60,7.6,25.0,59.99999999999999,train,train
2.7.1.60,7.6,25.0,83.99999999999997,train,train
2.7.1.4,7.6,25.0,12.0,train,train
2.7.1.60,7.6,25.0,15.55,train,train
2.7.1.59,7.6,25.0,9.2,train,train
2.7.1.2,7.4,30.0,36.43871567440324,train,train
2.7.1.2,7.4,30.0,5.887953804166607,train,train
2.7.1.2,7.4,30.0,62.51563804361274,train,train
2.7.1.2,7.4,30.0,14.849999999999998,train,train
2.7.1.2,7.4,30.0,24.8,valid,valid
2.7.1.1,7.5,25.0,55.35,train,train
2.7.1.1,7.5,25.0,39.66666666666666,train,train
2.7.1.2,8.0,25.0,24.000000000000004,train,train
2.7.1.2,6.5,30.0,0.0720999999999999,train,train
2.7.1.1,6.5,30.0,10.199999999999998,train,train
2.7.1.1,8.0,30.0,4.255,train,train
2.7.1.1,8.0,30.0,1.61,train,train
1.1.1.21,6.2,37.0,0.29,train,train
1.1.1.47,8.0,30.0,190.0,train,train
1.1.1.47,7.5,70.0,74.90000000000003,valid,valid
1.1.1.47,8.0,30.0,119.99999999999996,train,train
1.1.1.47,8.0,30.0,461.9999999999999,test,test
1.1.1.47,8.0,30.0,802.0000000000002,train,train
1.1.1.47,8.0,30.0,139.99999999999994,test,test
1.1.1.47,7.5,70.0,47.7,train,train
1.1.3.10,6.5,30.0,54.00000000000001,train,train
2.7.1.1,8.0,30.0,3.02,train,train
2.7.1.1,8.0,30.0,1.42,valid,valid
1.1.1.2,7.0,25.0,4.1,train,train
1.1.1.2,7.0,25.0,0.92,train,train
1.4.3.1,8.3,37.0,3.01,train,train
1.4.3.1,8.3,37.0,35.4,train,train
1.4.3.3,8.5,25.0,16.25,train,train
1.4.3.3,8.5,25.0,1.0,train,train
6.3.2.9,9.4,37.0,0.0003333332999999,train,train
6.3.2.9,9.4,37.0,0.09333333,train,train
6.3.2.9,9.4,37.0,0.5333333,train,train
6.3.2.9,9.4,37.0,0.19138891,train,train
6.3.2.9,9.4,37.0,0.0895,train,train
6.3.2.9,9.4,37.0,1.483333,train,train
1.2.1.59,9.2,25.0,1.0,train,train
1.2.1.12,8.9,22.0,64.99999999999999,train,train
1.2.1.12,8.9,22.0,0.0299999999999999,test,test
1.2.1.12,8.9,25.0,0.12,train,train
1.2.1.12,9.2,25.0,17.7,train,train
1.1.1.72,7.0,30.0,5.5,train,train
2.7.1,7.5,37.0,0.9,train,train
2.7.1,7.5,37.0,0.84,train,train
2.7.1,7.5,37.0,14.4,train,train
2.7.1.167,8.0,37.0,2.825,train,train
1.5.1,8.0,22.0,0.0739999999999999,train,train
1.4.3.3,8.0,37.0,76.69999999999997,train,train
1.4.3.3,8.0,60.0,23.0,train,train
1.4.3.3,8.0,37.0,116.0,valid,valid
1.4.3.3,8.0,60.0,24.000000000000004,test,test
1.4.3.3,8.0,37.0,42.29999999999999,train,train
5.1.1.1,8.0,30.0,2.5,valid,valid
5.1.1.5,8.0,30.0,0.28,train,train
5.1.1.5,8.0,30.0,0.15,train,train
5.1.1.5,8.0,30.0,0.88,train,train
5.1.1.5,8.0,30.0,2.83,train,train
1.4.99.6,8.7,25.0,141.00000000000003,train,train
5.1.1.5,7.5,90.0,11.199999999999998,train,train
5.1.1.5,9.0,90.0,669.0000000000002,train,train
5.1.1.5,8.0,30.0,2.16,train,train
5.3.1.15,8.0,40.0,98.00000000000004,train,train
5.3.1.8,7.5,40.0,7089.000000000001,train,train
5.3.1.15,6.5,70.0,1902.0,train,train
5.3.1.15,7.5,75.0,59.50000000000001,train,train
5.3.1.15,7.5,40.0,30809.99999999997,train,train
5.3.1.15,6.5,65.0,51.8,train,train
2.4.1.13,8.0,30.0,2.3,train,train
1.1.1.17,7.1,25.0,8.5,train,train
1.1.1.67,10.0,25.0,212.0,train,train
1.1.1.67,10.0,25.0,3.6,train,train
2.7.7.69,7.5,26.0,0.0012999999999999,valid,valid
2.7.1.55,7.6,25.0,9.500000000000002,train,train
2.7.1.60,7.6,25.0,25.0,train,train
2.7.1.2,7.5,30.0,56.400000000000006,train,train
1.1.3.4,6.0,25.0,401.00000000000006,valid,valid
1.4.3.3,8.5,25.0,679.9999999999998,train,train
1.4.3.3,8.5,25.0,4600.000000000003,train,train
1.4.3.3,8.3,37.0,4.98,train,train
1.4.3.3,8.5,25.0,11.33333,train,train
1.4.3.3,8.5,25.0,76.66667000000001,train,train
1.4.3.3,8.3,25.0,6.499999999999999,test,test
1.4.3.3,8.5,25.0,47.49999999999999,train,train
6.3.2.1,7.8,30.0,0.0516666699999999,train,train
1.4.3.3,8.0,37.0,119.00000000000004,valid,valid
1.4.3.3,8.3,37.0,25.100000000000005,train,train
1.4.3.3,8.0,37.0,119.00000000000004,valid,valid
1.4.3.3,8.3,25.0,2.4,test,test
1.4.3.3,8.5,25.0,55.899999999999984,test,omit
1.4.3.3,8.0,37.0,142.00000000000003,test,test
1.4.3.3,8.5,25.0,1615.0,train,train
1.4.3.3,8.5,25.0,4640.000000000001,train,train
1.4.3.19,8.5,25.0,0.62,train,train
1.4.3.3,8.5,25.0,26.91667,train,train
2.7.7.40,7.2,25.0,0.14,train,train
2.7.7.40,7.2,25.0,13.0,train,train
4.2.1.70,7.1,25.0,0.0005,train,train
2.7.1.3,7.0,25.0,1.55,train,train
1.1.1.72,7.0,30.0,5.8,train,train
1.1.1.179,8.1,30.0,6.200000000000001,test,test
1.4.3.3,8.0,37.0,34.50000000000001,train,train
1.4.3.3,8.3,37.0,1.23,train,train
1.1.1.12,8.6,25.0,0.1372,train,train
1.1.1,8.6,30.0,1.3,train,train
1.1.1.12,8.6,25.0,0.5849,train,train
1.4.3.3,8.0,60.0,7.599999999999998,train,train
1.13.11.52,6.5,37.0,0.365,train,train
1.13.11.52,7.5,37.0,6.226666999999999,valid,valid
1.13.11.52,7.4,25.0,5.9,train,train
1.13.11.52,7.5,25.0,0.0103,test,test
1.13.11.52,8.0,25.0,3.93,train,omit
1.13.11.52,6.5,37.0,13.652829999999998,train,train
1.13.11.52,6.5,37.0,1.683333,train,train
